;100;200;500;1000;2000;5000;7500;10000;15000;30000;50000;75000;100000;200000;500000;750000;1000000;1250000;1500000;2000000;
shell;792;1785;5014;11061;23687;70298;108350;146925;220011;458366;777907;1180958;1575232;3236668;8514307;13514906;18011249;23758338;28506980;38004608;
