;50;100;200;300;500;750;1000;1500;2000;3000;5000;7500;10000;12500;15000;20000;25000;30000;40000;50000;75000;100000;125000;150000;175000;200000;225000;250000;
RedBlack-query;0.006894;0.009774;0.01452;0.031755;0.042470999999999995;0.067258;0.121771;0.15570699999999998;0.217052;0.33421100000000004;0.648651;1.340625;1.84879;2.4411509999999996;4.187777;4.956955;6.611927;11.521192;11.527973;9.795249;12.653868000000001;13.866031999999999;18.531366000000002;19.452167000000003;21.035676;24.973367999999997;28.906557;30.966844000000002;
