;100;200;500;1000;2000;5000;7500;10000;15000;30000;50000;75000;100000;200000;500000;750000;1000000;1250000;1500000;2000000;
low;698;1802;5542;11480;26837;81187;115084;166163;249039;516452;898498;1404401;1879266;4099673;10971858;16637521;23378115;31000429;35540121;48181517;
