;100;200;500;1000;2000;5000;7500;10000;15000;30000;50000;75000;100000;200000;500000;750000;1000000;1250000;1500000;2000000;
random;0.015475;0.030289999999999997;0.07550499999999999;0.16157;0.446947;0.880947;1.566368;1.835346;2.838779;6.461475999999999;11.075546000000001;20.591103999999998;25.504322;56.856351000000004;177.076897;379.868945;435.08103700000004;641.8330450000001;733.404556;854.7915849999999;
