;100;200;500;1000;2000;5000;7500;10000;15000;30000;50000;75000;100000;200000;500000;750000;1000000;1250000;1500000;2000000;
shell;0.006771;0.031233;0.040750999999999996;0.13279;0.364863;0.597031;0.846565;1.2643879999999998;1.879518;3.949392;6.869728;11.418578;14.388845;45.1788;128.533421;229.230168;263.611996;341.322906;417.47921;516.26837;
