;100;200;500;1000;2000;5000;7500;10000;15000;30000;50000;75000;100000;200000;500000;750000;1000000;1250000;1500000;2000000;
high;0.011436;0.036215000000000004;0.068402;0.16576400000000002;0.254433;0.7879120000000001;1.057772;1.4471749999999999;3.303708;4.822158;9.056508;15.106123;19.09248;47.987491999999996;156.600613;238.70472700000002;325.218068;437.66563;530.2212480000001;786.583955;
