;100;200;500;1000;2000;5000;7500;10000;15000;30000;50000;75000;100000;200000;500000;750000;1000000;1250000;1500000;2000000;
high;833;1652;4969;11952;26034;73479;118693;179534;248072;544456;1010926;1439787;1983091;4205825;11320629;17231269;23170058;30951310;35173090;49470040;
