;100;200;500;1000;2000;5000;7500;10000;15000;30000;50000;75000;100000;200000;500000;750000;1000000;1250000;1500000;2000000;
middle;0.009121;0.016777999999999998;0.031738;0.080373;0.096704;0.267258;0.468271;0.627809;1.627002;2.010818;3.4121930000000003;5.022363;6.932441;22.308883;57.609426;97.598496;134.21442499999998;170.613183;200.585129;287.19481099999996;
