;50;100;200;300;500;750;1000;1500;2000;3000;5000;7500;10000;12500;15000;20000;25000;30000;40000;50000;75000;100000;125000;150000;175000;200000;225000;250000;
RedBlack-build;231;536;1284;2138;3886;6283;8826;14258;20004;31607;56392;89073;122485;157836;193772;266468;341059;416958;552567;689243;1057980;1441786;1846761;2242084;2666603;3084010;3507217;3934528;
