;50;100;200;300;500;750;1000;1500;2000;3000;5000;7500;10000;12500;15000;20000;25000;30000;40000;50000;75000;100000;125000;150000;175000;200000;225000;250000;
BST-build;292;648;1505;2409;5053;7881;10729;17978;24283;40109;74172;115109;152987;199781;249197;341443;423148;542443;26815675;149240139;892900390;2261467610;4254838016;6873725177;10116750204;13985604755;18479368169;23597336471;
