;100;200;500;1000;2000;5000;7500;10000;15000;30000;50000;75000;100000;200000;500000;750000;1000000;1250000;1500000;2000000;
high;5098;19512;114662;427336;1450965;6525129;12332343;18895941;34324684;81880404;160595890;255222429;364981168;801054559;2047957960;3139394183;4312846777;5468041694;6594082799;8920555787;
