;100;200;500;1000;2000;5000;7500;10000;15000;30000;50000;75000;100000;200000;500000;750000;1000000;1250000;1500000;2000000;
random;783;1867;5107;10667;24403;74152;118531;152023;257767;540218;915535;1519985;1995603;4187237;11101944;17334390;23662048;29188850;35849740;50326044;
