;50;100;200;300;500;750;1000;1500;2000;3000;5000;7500;10000;12500;15000;20000;25000;30000;40000;50000;75000;100000;125000;150000;175000;200000;225000;250000;
RedBlack-build;0.016879;0.031825;0.048705;0.086158;0.10421599999999999;0.184582;0.31100900000000004;0.31391;0.482615;1.162234;1.38439;2.471077;2.814474;4.136099;6.93452;7.118270000000001;9.470632;15.227933;15.116031000000001;15.467362;25.495807;58.279069;41.279557000000004;56.038648;44.689197;53.394236;77.095031;61.674762;
