;100;200;500;1000;2000;5000;7500;10000;15000;30000;50000;75000;100000;200000;500000;750000;1000000;1250000;1500000;2000000;
random;705;1657;4854;12510;25655;73959;110843;151960;251262;534354;955936;1467561;2009114;4201241;11343087;16952798;22915261;30014154;37603897;49074272;
