;100;200;500;1000;2000;5000;7500;10000;15000;30000;50000;75000;100000;200000;500000;750000;1000000;1250000;1500000;2000000;
high;1086;4059;32700;108068;434991;2650804;6331299;8283746;20132860;84810676;292514234;591513494;943953243;2488204065;7774454798;13364975746;18144953300;23576391481;30813846991;41534763064;
