;100;200;500;1000;2000;5000;7500;10000;15000;30000;50000;75000;100000;200000;500000;750000;1000000;1250000;1500000;2000000;
shell;0.010786;0.023852;0.046327;0.097128;0.20264;0.526284;0.84945;1.0877260000000002;1.672043;3.171123;4.519832;6.139127;8.155802;15.855156999999998;40.849745999999996;71.132863;102.16892200000001;122.059545;133.09947599999998;178.744598;
