;100;200;500;1000;2000;5000;7500;10000;15000;30000;50000;75000;100000;200000;500000;750000;1000000;1250000;1500000;2000000;
low;5098;19514;114666;427290;1433080;6667041;11985909;19038182;34156593;86671875;162137297;262441138;374220986;820486350;2109315133;3241344238;4415514287;5538858465;6890882939;9017634392;
