;100;200;500;1000;2000;5000;7500;10000;15000;30000;50000;75000;100000;200000;500000;750000;1000000;1250000;1500000;2000000;
middle;586;1340;3877;8645;19305;55062;88069;120669;190103;410884;723442;1132421;1556884;3332125;9025346;13979544;19102538;24163936;29497116;40271178;
