;100;200;500;1000;2000;5000;7500;10000;15000;30000;50000;75000;100000;200000;500000;750000;1000000;1250000;1500000;2000000;
knuth;0.016376;0.028238;0.045811;0.096317;0.196335;0.53615;0.788414;1.06395;1.42141;2.8006550000000003;3.463398;4.364412000000001;5.168402;13.714934999999999;24.896423;37.813849000000005;51.88724;73.16439;81.067812;140.111647;
