;100;200;500;1000;2000;5000;7500;10000;15000;30000;50000;75000;100000;200000;500000;750000;1000000;1250000;1500000;2000000;
knuth;0.005455;0.013685000000000001;0.035154000000000005;0.070728;0.135168;0.372426;0.596628;0.950943;1.280692;3.010701;4.665518;7.641722;10.565192999999999;35.611290000000004;88.863199;130.69537;162.28827600000002;264.505401;292.94462599999997;382.937955;
