;100;200;500;1000;2000;5000;7500;10000;15000;30000;50000;75000;100000;200000;500000;750000;1000000;1250000;1500000;2000000;
random;715;1665;4774;10953;25422;69000;117304;149668;237078;542489;922322;1418222;2017840;4186309;11184377;16744130;22545918;28178181;35022934;47843267;
