;100;200;500;1000;2000;5000;7500;10000;15000;30000;50000;75000;100000;200000;500000;750000;1000000;1250000;1500000;2000000;
high;0.02743;0.043545;0.13205099999999997;0.475319;1.189583;6.991496;16.896190999999998;21.471115;51.690093;220.565016;753.2410500000001;1512.576115;2426.7316060000003;6491.610248;21544.946867;37572.353697;48412.794555;68406.42028800001;89387.785085;127816.86721699999;
