;100;200;500;1000;2000;5000;7500;10000;15000;30000;50000;75000;100000;200000;500000;750000;1000000;1250000;1500000;2000000;
middle;664;1615;5173;11876;27894;68191;116048;149970;251472;534279;933927;1418640;1943823;4120784;10727861;16363772;23377947;28290159;34929729;46663873;
