;100;200;500;1000;2000;5000;7500;10000;15000;30000;50000;75000;100000;200000;500000;750000;1000000;1250000;1500000;2000000;
shell;359;1166;3436;7723;18839;61410;93430;141432;219103;523047;1132550;1573486;2687658;5807200;17959289;26550208;42310539;53072698;60598533;88504157;
