;100;200;500;1000;2000;5000;7500;10000;15000;30000;50000;75000;100000;200000;500000;750000;1000000;1250000;1500000;2000000;
low;0.014199;0.027948;0.072443;0.122749;0.24174500000000002;0.663375;1.164475;1.7802550000000001;3.306518;5.651765;10.667555;15.005866;17.942829000000003;44.634995;145.491159;228.27723;321.21538;421.96525099999997;518.469158;719.579417;
