;100;200;500;1000;2000;5000;7500;10000;15000;30000;50000;75000;100000;200000;500000;750000;1000000;1250000;1500000;2000000;
low;0.03349;0.08673900000000001;0.29388099999999995;1.093705;6.480567;16.119578999999998;28.785862;47.677531;83.198779;219.812522;395.299015;633.006716;905.269886;2044.069438;5519.441858;8544.613023;11747.827416;14717.954218;18303.310273;24320.974425;
