;100;200;500;1000;2000;5000;7500;10000;15000;30000;50000;75000;100000;200000;500000;750000;1000000;1250000;1500000;2000000;
knuth;421;1121;3497;8763;21074;67384;110746;156755;261643;604778;1083026;1836728;2492248;6511291;17710154;29534563;43573080;56088208;68168526;95810543;
