;100;200;500;1000;2000;5000;7500;10000;15000;30000;50000;75000;100000;200000;500000;750000;1000000;1250000;1500000;2000000;
random;0.015064;0.022659;0.076708;0.13355099999999998;0.193016;0.513004;0.841832;1.27265;1.645337;3.3763850000000004;6.1252200000000006;113.90194199999999;11.411598;31.254983;90.50598699999999;318.877804;204.547056;358.201057;455.688936;410.97148;
