;50;100;200;300;500;750;1000;1500;2000;3000;5000;7500;10000;12500;15000;20000;25000;30000;40000;50000;75000;100000;125000;150000;175000;200000;225000;250000;
RedBlack-query;246;590;1408;2278;4128;6677;9268;14969;20887;33523;59045;92465;128376;165330;200103;275834;356844;432951;596730;760775;1174226;1607693;2058879;2482080;2920142;3380906;3857006;4310138;
