;100;200;500;1000;2000;5000;7500;10000;15000;30000;50000;75000;100000;200000;500000;750000;1000000;1250000;1500000;2000000;
middle;0.012652;0.031792;0.057075;0.17417;0.28682100000000005;0.809535;1.253638;1.994564;4.068288;6.503081;13.193551;19.290467;24.310140999999998;52.026553;159.084268;249.244386;367.255435;518.040413;575.9024860000001;792.795077;
