;100;200;500;1000;2000;5000;7500;10000;15000;30000;50000;75000;100000;200000;500000;750000;1000000;1250000;1500000;2000000;
knuth;0.01706;0.043585;0.06926600000000001;0.32699700000000004;0.370399;1.1866199999999998;1.957523;2.588827;4.210086;12.996234000000001;23.126258;40.849216999999996;50.594653;184.63796;592.004101;1032.8309960000001;1567.015384;2066.064676;2518.058976;3640.655221;
