;100;200;500;1000;2000;5000;7500;10000;15000;30000;50000;75000;100000;200000;500000;750000;1000000;1250000;1500000;2000000;
low;1088;4478;27505;105067;300526;3907023;5665413;6863698;14147688;39769025;114662265;292853554;541240500;1793699811;6438022042;11667123542;15992970575;21947194050;27696902837;37546855054;
